RSVA	26	360
RSVA	27	365
RSVA	28	366
RSVA	29	368
RSVA	30	368
RSVA	31	368
RSVA	32	374
RSVA	33	380
RSVA	34	380
RSVA	35	381
RSVA	36	383
RSVA	37	376
RSVA	38	381
RSVA	39	382
RSVA	40	386
RSVA	41	387
RSVA	42	388
RSVA	43	388
RSVA	44	388
RSVA	45	376
RSVA	46	390
RSVA	47	386
RSVA	48	385
RSVA	49	385
RSVA	50	387
RSVA	51	393
RSVA	52	394
RSVA	53	394
RSVA	54	395
RSVA	55	393
RSVA	56	391
RSVA	57	395
RSVA	58	395
RSVA	59	393
RSVA	60	399
RSVA	61	397
RSVA	62	397
RSVA	63	396
RSVA	64	399
RSVA	65	396
RSVA	66	398
RSVA	67	390
RSVA	68	394
RSVA	69	407
RSVA	70	405
RSVA	71	406
RSVA	72	409
RSVA	73	408
RSVA	74	407
RSVA	75	411
RSVA	76	411
RSVA	77	411
RSVA	78	412
RSVA	79	412
RSVA	80	412
RSVA	81	412
RSVA	82	411
RSVA	83	413
RSVA	84	413
RSVA	85	413
RSVA	86	412
RSVA	87	415
RSVA	88	414
RSVA	89	415
RSVA	90	415
RSVA	91	415
RSVA	92	416
RSVA	93	417
RSVA	94	417
RSVA	95	416
RSVA	96	403
RSVA	97	417
RSVA	98	417
RSVA	99	417
RSVA	100	416
RSVA	101	386
RSVA	102	412
RSVA	103	399
RSVA	104	397
RSVA	105	420
RSVA	106	408
RSVA	107	407
RSVA	108	415
RSVA	109	419
RSVA	110	416
RSVA	111	418
RSVA	112	421
RSVA	113	419
RSVA	114	419
RSVA	115	419
RSVA	116	421
RSVA	117	420
RSVA	118	420
RSVA	119	416
RSVA	120	425
RSVA	121	426
RSVA	122	426
RSVA	123	427
RSVA	124	426
RSVA	125	418
RSVA	126	424
RSVA	127	423
RSVA	128	426
RSVA	129	425
RSVA	130	425
RSVA	131	424
RSVA	132	425
RSVA	133	424
RSVA	134	429
RSVA	135	430
RSVA	136	428
RSVA	137	427
RSVA	138	426
RSVA	139	423
RSVA	140	429
RSVA	141	434
RSVA	142	434
RSVA	143	432
RSVA	144	432
RSVA	145	432
RSVA	146	433
RSVA	147	432
RSVA	148	435
RSVA	149	434
RSVA	150	431
RSVA	151	433
RSVA	152	433
RSVA	153	436
RSVA	154	436
RSVA	155	435
RSVA	156	435
RSVA	157	438
RSVA	158	437
RSVA	159	434
RSVA	160	431
RSVA	161	436
RSVA	162	431
RSVA	163	431
RSVA	164	437
RSVA	165	436
RSVA	166	436
RSVA	167	433
RSVA	168	430
RSVA	169	433
RSVA	170	431
RSVA	171	433
RSVA	172	434
RSVA	173	430
RSVA	174	434
RSVA	175	435
RSVA	176	439
RSVA	177	438
RSVA	178	437
RSVA	179	438
RSVA	180	435
RSVA	181	433
RSVA	182	439
RSVA	183	438
RSVA	184	441
RSVA	185	438
RSVA	186	441
RSVA	187	444
RSVA	188	446
RSVA	189	451
RSVA	190	451
RSVA	191	446
RSVA	192	445
RSVA	193	456
RSVA	194	455
RSVA	195	452
RSVA	196	457
RSVA	197	456
RSVA	198	456
RSVA	199	457
RSVA	200	458
RSVA	201	460
RSVA	202	460
RSVA	203	461
RSVA	204	461
RSVA	205	463
RSVA	206	464
RSVA	207	464
RSVA	208	464
RSVA	209	466
RSVA	210	465
RSVA	211	464
RSVA	212	463
RSVA	213	462
RSVA	214	462
RSVA	215	462
RSVA	216	463
RSVA	217	465
RSVA	218	466
RSVA	219	468
RSVA	220	469
RSVA	221	466
RSVA	222	469
RSVA	223	469
RSVA	224	470
RSVA	225	469
RSVA	226	468
RSVA	227	467
